Code,Constituency,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% Votes,Round,Last Updated Time,Last Updated Date
S1127,KOZHIKODE NORTH - 27,JAYANTH S S/O SADANANDAN,Independent,174,0,174,0.12,17/17,11:09 PM,04/05/2026
S1127,KOZHIKODE NORTH - 27,JAYANTH KUMAR,Independent,158,2,160,0.11,17/17,11:09 PM,04/05/2026
S1127,KOZHIKODE NORTH - 27,RAVEENDRAN S/O ARUMUGHAN,Independent,56,1,57,0.04,17/17,11:09 PM,04/05/2026
S1127,KOZHIKODE NORTH - 27,RAVEENDRAN S/O THEYYATHIRA,Independent,54,1,55,0.04,17/17,11:09 PM,04/05/2026
S1127,KOZHIKODE NORTH - 27,RAVEENDRANATHAN NAIR,Independent,68,0,68,0.05,17/17,11:09 PM,04/05/2026
S1127,KOZHIKODE NORTH - 27,NOTA,None of the Above,647,20,667,0.47,17/17,11:09 PM,04/05/2026
S1128,KOZHIKODE SOUTH - 28,ADV. FYZAL BABU,Indian Union Muslim League,52187,493,52680,41.2,12/12,11:09 PM,04/05/2026
S1128,KOZHIKODE SOUTH - 28,T. RANEESH,Bharatiya Janata Party,32000,463,32463,25.39,12/12,11:09 PM,04/05/2026
S1128,KOZHIKODE SOUTH - 28,AHAMMAD DEVARKOVIL,Indian National League,41429,456,41885,32.76,12/12,11:09 PM,04/05/2026
S1128,KOZHIKODE SOUTH - 28,NOTA,None of the Above,827,11,838,0.66,12/12,11:09 PM,04/05/2026
S1129,BEYPORE - 29,ADV. PRAKASHBABU,Bharatiya Janata Party,26211,332,26543,14.34,17/17,11:09 PM,04/05/2026
S1129,BEYPORE - 29,P.A MOHAMED RIYAS,Communist Party of India (Marxist),80812,1037,81849,44.21,17/17,11:09 PM,04/05/2026
S1129,BEYPORE - 29,ANVER S/O ENUNNI,Independent,432,16,448,0.24,17/17,11:09 PM,04/05/2026
S1129,BEYPORE - 29,ANVER S/O MOIDEENKOYA,Independent,529,9,538,0.29,17/17,11:09 PM,04/05/2026
S1129,BEYPORE - 29,ANVER S/O SULAIKHA K P,Independent,310,8,318,0.17,17/17,11:09 PM,04/05/2026
S1129,BEYPORE - 29,P V ANVAR S/O SHOUKATHALI,Independent,73722,640,74362,40.16,17/17,11:09 PM,04/05/2026
S1129,BEYPORE - 29,ANWAR ALI HASSAN S/O KUTTYHASSAN,Independent,198,3,201,0.11,17/17,11:09 PM,04/05/2026
S1129,BEYPORE - 29,MUHAMMED RIYAS P.C S/O AHAMMEDKUTTY P. C,Independent,306,2,308,0.17,17/17,11:09 PM,04/05/2026
S1129,BEYPORE - 29,NOTA,None of the Above,574,9,583,0.31,17/17,11:09 PM,04/05/2026
S1130,KUNNAMANGALAM - 30,M.A. RAZAK MASTER,Indian Union Muslim League,90201,1397,91598,43.84,19/19,11:09 PM,04/05/2026
S1130,KUNNAMANGALAM - 30,ADV.V. K. SAJEEVAN,Bharatiya Janata Party,33809,626,34435,16.48,19/19,11:09 PM,04/05/2026
S1130,KUNNAMANGALAM - 30,SANTHOSH P. T,All India Hindustan Congress Party,261,15,276,0.13,19/19,11:09 PM,04/05/2026
S1130,KUNNAMANGALAM - 30,ABDU RASAK S/O MUHAMMED,Independent,556,11,567,0.27,19/19,11:09 PM,04/05/2026
S1130,KUNNAMANGALAM - 30,ABDUL RAZAK S/O KOYAKUTTY,Independent,224,3,227,0.11,19/19,11:09 PM,04/05/2026
S1130,KUNNAMANGALAM - 30,MAVOOR MUHAMMED ALI,Independent,202,3,205,0.1,19/19,11:09 PM,04/05/2026
S1130,KUNNAMANGALAM - 30,ADV. P T A RAHIM,Independent,76710,1575,78285,37.47,19/19,11:09 PM,04/05/2026
S1130,KUNNAMANGALAM - 30,RAHIM S/O MUHAMMED KOYA,Independent,2083,27,2110,1.01,19/19,11:09 PM,04/05/2026
S1130,KUNNAMANGALAM - 30,RAHEEM P S/O MOIDHEEN,Independent,202,0,202,0.1,19/19,11:09 PM,04/05/2026
S1130,KUNNAMANGALAM - 30,NOTA,None of the Above,1024,20,1044,0.5,19/19,11:09 PM,04/05/2026
S1131,KODUVALLY - 31,P K FIROS,Indian Union Muslim League,93688,1476,95164,57.33,16/16,11:09 PM,04/05/2026
S1131,KODUVALLY - 31,BAVANKUTTY,Aam Aadmi Party,275,11,286,0.17,16/16,11:09 PM,04/05/2026
S1131,KODUVALLY - 31,GIRI PAMBANAL,Bharath Dharma Jana Sena,9662,170,9832,5.92,16/16,11:09 PM,04/05/2026
S1131,KODUVALLY - 31,SUNIL MANNATH,Republican Party of India (Athawale),385,12,397,0.24,16/16,11:09 PM,04/05/2026
S1131,KODUVALLY - 31,ABDUL SHUKOOR,Independent,209,3,212,0.13,16/16,11:09 PM,04/05/2026
S1131,KODUVALLY - 31,FIROSE S/O ABOOBACKER MUSALIAR,Independent,181,4,185,0.11,16/16,11:09 PM,04/05/2026
S1131,KODUVALLY - 31,FIROSE K C S/O MOITHEENKUTTY,Independent,293,5,298,0.18,16/16,11:09 PM,04/05/2026
S1131,KODUVALLY - 31,SALEEM MADAVOOR,Independent,57519,963,58482,35.23,16/16,11:09 PM,04/05/2026
S1131,KODUVALLY - 31,LAKSHMANAN K P THAMARASSERY,Independent,175,9,184,0.11,16/16,11:09 PM,04/05/2026
S1131,KODUVALLY - 31,SHAHEEDA C P,Independent,81,7,88,0.05,16/16,11:09 PM,04/05/2026
S1131,KODUVALLY - 31,SALEEM MUTTANCHERY,Independent,138,4,142,0.09,16/16,11:09 PM,04/05/2026
S1131,KODUVALLY - 31,SALEEM C K,Independent,118,3,121,0.07,16/16,11:09 PM,04/05/2026
S1131,KODUVALLY - 31,SAJIR K,Independent,104,3,107,0.06,16/16,11:09 PM,04/05/2026
S1131,KODUVALLY - 31,NOTA,None of the Above,475,15,490,0.3,16/16,11:09 PM,04/05/2026
S1132,THIRUVAMBADI - 32,C K KASIM,Indian Union Muslim League,75952,1188,77140,49.23,15/15,11:12 PM,04/05/2026
S1132,THIRUVAMBADI - 32,LINTO JOSEPH,Communist Party of India (Marxist),69319,1080,70399,44.93,15/15,11:12 PM,04/05/2026
S1132,THIRUVAMBADI - 32,SUNNY V JOSEPH,Aam Aadmi Party,789,23,812,0.52,15/15,11:12 PM,04/05/2026
S1132,THIRUVAMBADI - 32,SUNNY THOMAS,Twenty 20 Party,7273,107,7380,4.71,15/15,11:12 PM,04/05/2026
S1132,THIRUVAMBADI - 32,P K KASIM S/O ABDULLAKKUTTY HAJI,Independent,139,2,141,0.09,15/15,11:12 PM,04/05/2026
S1132,THIRUVAMBADI - 32,MUHAMMED KASIM,Independent,182,4,186,0.12,15/15,11:12 PM,04/05/2026
S1132,THIRUVAMBADI - 32,DR. WILSON ROCKEY,Independent,159,5,164,0.1,15/15,11:12 PM,04/05/2026
S1132,THIRUVAMBADI - 32,NOTA,None of the Above,449,9,458,0.29,15/15,11:12 PM,04/05/2026
S1133,KONDOTTY - 33,T.P. ASHRAFALI,Indian Union Muslim League,113604,1393,114997,60.01,19/19,11:09 PM,04/05/2026
S1133,KONDOTTY - 33,KEERAN N.K,Bahujan Samaj Party,438,3,441,0.23,19/19,11:09 PM,04/05/2026
S1133,KONDOTTY - 33,DR. P. JIJI,Communist Party of India (Marxist),58275,705,58980,30.78,19/19,11:09 PM,04/05/2026
S1133,KONDOTTY - 33,P. SUBRAHMANNIAN,Bharatiya Janata Party,13791,203,13994,7.3,19/19,11:09 PM,04/05/2026
S1133,KONDOTTY - 33,ABDUL KHADAR BICHAVA,Social Democratic Party Of India,2220,11,2231,1.16,19/19,11:09 PM,04/05/2026
S1133,KONDOTTY - 33,NOTA,None of the Above,976,6,982,0.51,19/19,11:09 PM,04/05/2026
S1134,ERNAD - 34,KRISHNAN THACHANNAN,Bahujan Samaj Party,461,6,467,0.28,18/18,11:09 PM,04/05/2026
S1134,ERNAD - 34,P.K.BASHEER,Indian Union Muslim League,96974,1573,98547,58.42,18/18,11:09 PM,04/05/2026
S1134,ERNAD - 34,ADV.N.SREEPRAKASH,Bharatiya Janata Party,8577,151,8728,5.17,18/18,11:09 PM,04/05/2026
S1134,ERNAD - 34,ADV.SHAFEER KIZHISSERI,Communist Party of India,56557,701,57258,33.94,18/18,11:09 PM,04/05/2026
S1134,ERNAD - 34,CHEMMALA YOOSUF ALI,Social Democratic Party Of India,2508,22,2530,1.5,18/18,11:09 PM,04/05/2026
S1134,ERNAD - 34,MUJEEB RAHMAN,Independent,163,3,166,0.1,18/18,11:09 PM,04/05/2026
S1134,ERNAD - 34,NOTA,None of the Above,973,12,985,0.58,18/18,11:09 PM,04/05/2026
S1135,NILAMBUR - 35,JAISAL MALIYEKKAL,Aam Aadmi Party,1907,35,1942,1.02,19/19,11:09 PM,04/05/2026
S1135,NILAMBUR - 35,ARYADAN SHOUKATH,Indian National Congress,112194,1392,113586,59.91,19/19,11:09 PM,04/05/2026
S1135,NILAMBUR - 35,GIRISH MEKKATTU,Bharath Dharma Jana Sena,12501,159,12660,6.68,19/19,11:09 PM,04/05/2026
S1135,NILAMBUR - 35,U SHARAFALI,Independent,58081,654,58735,30.98,19/19,11:09 PM,04/05/2026
S1135,NILAMBUR - 35,NOTA,None of the Above,2652,20,2672,1.41,19/19,11:09 PM,04/05/2026
S1136,WANDOOR - 36,A.P ANILKUMAR,Indian National Congress,119766,1308,121074,59.59,19/19,11:12 PM,04/05/2026
S1136,WANDOOR - 36,DR.K.K DAMODARAN,Communist Party of India (Marxist),72400,735,73135,36,19/19,11:12 PM,04/05/2026
S1136,WANDOOR - 36,ANILKUMAR S/O KUTTAN,Independent,1248,19,1267,0.62,19/19,11:12 PM,04/05/2026
S1136,WANDOOR - 36,KUMARADAS,Independent,5966,52,6018,2.96,19/19,11:12 PM,04/05/2026
S1136,WANDOOR - 36,NOTA,None of the Above,1651,23,1674,0.82,19/19,11:12 PM,04/05/2026
S1137,MANJERI - 37,ADV. P.P.A. SAGEER,Aam Aadmi Party,2179,43,2222,1.17,21/21,11:09 PM,04/05/2026
S1137,MANJERI - 37,PADMASREE AJITH,Bharatiya Janata Party,13146,277,13423,7.06,21/21,11:09 PM,04/05/2026
S1137,MANJERI - 37,ADV. M. RAHMATHULLA,Indian Union Muslim League,112529,1093,113622,59.8,21/21,11:09 PM,04/05/2026
S1137,MANJERI - 37,BIPIN BENSON JOSEPH,Independent,1670,28,1698,0.89,21/21,11:09 PM,04/05/2026
S1137,MANJERI - 37,V.M. MUSTHAFA,Independent,55135,600,55735,29.33,21/21,11:09 PM,04/05/2026
S1137,MANJERI - 37,NOTA,None of the Above,3300,19,3319,1.75,21/21,11:09 PM,04/05/2026
S1138,PERINTHALMANNA - 38,NAJEEB KANTHAPURAM,Indian Union Muslim League,103916,972,104888,56.36,22/22,11:09 PM,04/05/2026
S1138,PERINTHALMANNA - 38,ADV. K.P BABURAJ,Bharatiya Janata Party,7130,110,7240,3.89,22/22,11:09 PM,04/05/2026
S1138,PERINTHALMANNA - 38,V.P MOHAMMED HANEEFA,Communist Party of India (Marxist),71658,799,72457,38.94,22/22,11:09 PM,04/05/2026
S1138,PERINTHALMANNA - 38,ABDUL NAJEEB S/O MOHAMED,Independent,236,3,239,0.13,22/22,11:09 PM,04/05/2026
S1138,PERINTHALMANNA - 38,ABDUL NAJEEB S/O VEERAPPU,Independent,54,0,54,0.03,22/22,11:09 PM,04/05/2026
S1138,PERINTHALMANNA - 38,NAJEEB,Independent,112,1,113,0.06,22/22,11:09 PM,04/05/2026
S1138,PERINTHALMANNA - 38,MOHAMMED HANEEFA P S/O ALAVI,Independent,227,1,228,0.12,22/22,11:09 PM,04/05/2026
S1138,PERINTHALMANNA - 38,HANEEFA,Independent,203,2,205,0.11,22/22,11:09 PM,04/05/2026
S1138,PERINTHALMANNA - 38,NOTA,None of the Above,655,9,664,0.36,22/22,11:09 PM,04/05/2026
S1139,MANKADA - 39,MANJALAMKUZHI ALI,Indian Union Muslim League,109348,1344,110692,58.98,22/22,11:09 PM,04/05/2026
S1139,MANKADA - 39,LEJOY MASH,Bharatiya Janata Party,9770,163,9933,5.29,22/22,11:09 PM,04/05/2026
S1139,MANKADA - 39,KUNNATH MOHAMED S/O ALI HAJI,Independent,64385,698,65083,34.68,22/22,11:09 PM,04/05/2026
S1139,MANKADA - 39,MOHAMMED KUNNATH S/O MOIDEEN,Independent,654,9,663,0.35,22/22,11:09 PM,04/05/2026
S1139,MANKADA - 39,NOTA,None of the Above,1295,20,1315,0.7,22/22,11:09 PM,04/05/2026
S1140,MALAPPURAM - 40,ABOOBACKER BACKER KUNDUPUZHAKKAL,Aam Aadmi Party,2028,32,2060,1.05,26/26,11:09 PM,04/05/2026
S1140,MALAPPURAM - 40,ASWATHI GUPTHAKUMAR,Bharatiya Janata Party,8987,140,9127,4.64,26/26,11:09 PM,04/05/2026
S1140,MALAPPURAM - 40,P.K KUNHALIKUTTY,Indian Union Muslim League,130233,1399,131632,66.86,26/26,11:09 PM,04/05/2026
S1140,MALAPPURAM - 40,K.T. MUJEEB RAHMAN,Nationalist Congress Party - Sharadchandra Pawar,45814,491,46305,23.52,26/26,11:09 PM,04/05/2026
S1140,MALAPPURAM - 40,ADV.SADIK NADUTHODI,Social Democratic Party Of India,5088,36,5124,2.6,26/26,11:09 PM,04/05/2026
S1140,MALAPPURAM - 40,ABDUL GAFOOR MASTER O.P.K,Independent,700,12,712,0.36,26/26,11:09 PM,04/05/2026
S1140,MALAPPURAM - 40,ABDULSALAM.K.P,Independent,312,3,315,0.16,26/26,11:09 PM,04/05/2026
S1140,MALAPPURAM - 40,SREEDHARAN,Independent,227,4,231,0.12,26/26,11:09 PM,04/05/2026
S1140,MALAPPURAM - 40,NOTA,None of the Above,1355,24,1379,0.7,26/26,11:09 PM,04/05/2026
S1141,VENGARA - 41,JAYAKRISHNAN. V.N,Bharatiya Janata Party,6058,68,6126,3.6,15/15,11:12 PM,04/05/2026
S1141,VENGARA - 41,K.M. SHAJI,Indian Union Muslim League,95019,844,95863,56.29,15/15,11:12 PM,04/05/2026
S1141,VENGARA - 41,ABDUL RAFEEQ CHEMBAN,Independent,1136,9,1145,0.67,15/15,11:12 PM,04/05/2026
S1141,VENGARA - 41,SABAH KUNDUPUZHAKKAL,Independent,65121,417,65538,38.49,15/15,11:12 PM,04/05/2026
S1141,VENGARA - 41,U.P. SHAJI ULLATTU PARAMBIL,Independent,141,0,141,0.08,15/15,11:12 PM,04/05/2026
S1141,VENGARA - 41,K.M. SHAJI SHAIMALAYAM,Independent,302,3,305,0.18,15/15,11:12 PM,04/05/2026
S1141,VENGARA - 41,NOTA,None of the Above,1163,8,1171,0.69,15/15,11:12 PM,04/05/2026
S1142,VALLIKUNNU - 42,ABDUL AZEEZ KADALUNDI,Aam Aadmi Party,1551,24,1575,0.87,18/18,11:12 PM,04/05/2026
S1142,VALLIKUNNU - 42,T V IBRAHIM,Indian Union Muslim League,99659,1059,100718,55.64,18/18,11:12 PM,04/05/2026
S1142,VALLIKUNNU - 42,PREMKUMAR (PREMAN MASTER),Bharatiya Janata Party,22891,392,23283,12.86,18/18,11:12 PM,04/05/2026
S1142,VALLIKUNNU - 42,ADV. MUSTHAFA,Independent,48808,621,49429,27.31,18/18,11:12 PM,04/05/2026
S1142,VALLIKUNNU - 42,MUHAMMED ASLAM V P,Independent,1042,16,1058,0.58,18/18,11:12 PM,04/05/2026
S1142,VALLIKUNNU - 42,MUHAMED MUSTHAFA PAMANGADAN,Independent,3671,27,3698,2.04,18/18,11:12 PM,04/05/2026
S1142,VALLIKUNNU - 42,NOTA,None of the Above,1241,20,1261,0.7,18/18,11:12 PM,04/05/2026
S1143,TIRURANGADI - 43,AJITH KOLADI,Communist Party of India,48151,331,48482,27.51,15/15,11:12 PM,04/05/2026
S1143,TIRURANGADI - 43,P M A SAMEER,Indian Union Muslim League,111114,755,111869,63.48,15/15,11:12 PM,04/05/2026
S1143,TIRURANGADI - 43,MOOSA JARATHINGAL,Aam Aadmi Party,836,7,843,0.48,15/15,11:12 PM,04/05/2026
S1143,TIRURANGADI - 43,RIJU C RAGHAV,Bharatiya Janata Party,11375,122,11497,6.52,15/15,11:12 PM,04/05/2026
S1143,TIRURANGADI - 43,HAMEED V,Social Democratic Party Of India,2642,8,2650,1.5,15/15,11:12 PM,04/05/2026
S1143,TIRURANGADI - 43,NOTA,None of the Above,864,9,873,0.5,15/15,11:12 PM,04/05/2026
S1144,TANUR - 44,DEEPA PUZHAKKAL,Bharatiya Janata Party,13531,111,13642,7.92,16/16,11:09 PM,04/05/2026
S1144,TANUR - 44,P K NAVAS,Indian Union Muslim League,91406,586,91992,53.38,16/16,11:09 PM,04/05/2026
S1144,TANUR - 44,P P NAVAS S/o KUNHIMUHAMED,Independent,495,7,502,0.29,16/16,11:09 PM,04/05/2026
S1144,TANUR - 44,MUHAMMED SAMEER NARUNGEL PARAMBIL HOUSE,Independent,359,6,365,0.21,16/16,11:09 PM,04/05/2026
S1144,TANUR - 44,MOHAMED SAMEER T THIRUTHIYIL HOUSE,Independent,64464,397,64861,37.64,16/16,11:09 PM,04/05/2026
S1144,TANUR - 44,SAMEER T,Independent,368,5,373,0.22,16/16,11:09 PM,04/05/2026
S1144,TANUR - 44,NOTA,None of the Above,587,2,589,0.34,16/16,11:09 PM,04/05/2026
S1145,TIRUR - 45,V.ABDURAHIMAN,Communist Party of India (Marxist),81290,681,81971,41.29,18/18,11:12 PM,04/05/2026
S1145,TIRUR - 45,KABEER ALIAS SHAMEER KUTTUR,Aam Aadmi Party,335,5,340,0.17,18/18,11:12 PM,04/05/2026
S1145,TIRUR - 45,K.NARAYANAN MASTER,Bharatiya Janata Party,8519,115,8634,4.35,18/18,11:12 PM,04/05/2026
S1145,TIRUR - 45,KURUKKOLI MOIDEEN,Indian Union Muslim League,105088,1020,106108,53.45,18/18,11:12 PM,04/05/2026
S1145,TIRUR - 45,DR.S.ALEENA,Socialist Unity Centre Of India (COMMUNIST),220,4,224,0.11,18/18,11:12 PM,04/05/2026
S1145,TIRUR - 45,SIYAD KOODIYATH,Socialist Party (India),124,1,125,0.06,18/18,11:12 PM,04/05/2026
S1145,TIRUR - 45,ABDURAHIMAN S/O KUNJEEN,Independent,130,0,130,0.07,18/18,11:12 PM,04/05/2026
S1145,TIRUR - 45,ABDURAHIMAN S/O KUNJAVA,Independent,57,0,57,0.03,18/18,11:12 PM,04/05/2026
S1145,TIRUR - 45,MOIDEEN KOOMULLI PARAMBIL,Independent,312,0,312,0.16,18/18,11:12 PM,04/05/2026
S1145,TIRUR - 45,NOTA,None of the Above,607,1,608,0.31,18/18,11:12 PM,04/05/2026
S1146,KOTTAKKAL - 46,PROF. ABID HUSSAIN THANGAL,Indian Union Muslim League,117060,1051,118111,61.77,19/19,11:09 PM,04/05/2026
S1146,KOTTAKKAL - 46,PREETHI KONCHATH,Communist Party of India (Marxist),54857,616,55473,29.01,19/19,11:09 PM,04/05/2026
S1146,KOTTAKKAL - 46,ADV. ABDUL MAJEED,Social Democratic Party Of India,4540,17,4557,2.38,19/19,11:09 PM,04/05/2026
S1146,KOTTAKKAL - 46,SUBRAMANNIAN C,Bharath Dharma Jana Sena,10443,115,10558,5.52,19/19,11:09 PM,04/05/2026
S1146,KOTTAKKAL - 46,PREETHI KP,Independent,668,6,674,0.35,19/19,11:09 PM,04/05/2026
S1146,KOTTAKKAL - 46,MOHAMED RAFI,Independent,542,3,545,0.29,19/19,11:09 PM,04/05/2026
S1146,KOTTAKKAL - 46,NOTA,None of the Above,1278,15,1293,0.68,19/19,11:09 PM,04/05/2026
S1147,THAVANUR - 47,ADV. V S JOY,Indian National Congress,79140,521,79661,48.61,17/17,11:12 PM,04/05/2026
S1147,THAVANUR - 47,RAVI THELATH,Bharatiya Janata Party,15900,139,16039,9.79,17/17,11:12 PM,04/05/2026
S1147,THAVANUR - 47,ABDUL JALEEL S/O KADHEEJA,Social Democratic Party Of India,2009,12,2021,1.23,17/17,11:12 PM,04/05/2026
S1147,THAVANUR - 47,ABDUL JALEEL K T S/O MOIDEEN K T,Independent,343,6,349,0.21,17/17,11:12 PM,04/05/2026
S1147,THAVANUR - 47,DR. K T JALEEL,Independent,64462,552,65014,39.67,17/17,11:12 PM,04/05/2026
S1147,THAVANUR - 47,NOTA,None of the Above,799,3,802,0.49,17/17,11:12 PM,04/05/2026
S1148,PONNANI - 48,K.P NOUSHAD ALI,Indian National Congress,80086,588,80674,49.81,16/16,11:09 PM,04/05/2026
S1148,PONNANI - 48,ADV.M.K SAKKEER,Communist Party of India (Marxist),66854,553,67407,41.62,16/16,11:09 PM,04/05/2026
S1148,PONNANI - 48,ANWAR PAZHANJI,Social Democratic Party Of India,1961,10,1971,1.22,16/16,11:09 PM,04/05/2026
S1148,PONNANI - 48,MANEESH JANAKEEYAM,Bharath Dharma Jana Sena,10140,70,10210,6.3,16/16,11:09 PM,04/05/2026
S1148,PONNANI - 48,NOUSHADALI,Independent,320,4,324,0.2,16/16,11:09 PM,04/05/2026
S1148,PONNANI - 48,SAKKEER S/O ILLYAS,Independent,148,1,149,0.09,16/16,11:09 PM,04/05/2026
S1148,PONNANI - 48,SAKKEER S/O MUHAMMED,Independent,279,0,279,0.17,16/16,11:09 PM,04/05/2026
S1148,PONNANI - 48,SAGEER M.K,Independent,195,2,197,0.12,16/16,11:09 PM,04/05/2026
S1148,PONNANI - 48,NOTA,None of the Above,754,8,762,0.47,16/16,11:09 PM,04/05/2026
S1149,THRITHALA - 49,V UNNIKRISHNAN MASTER,Bharatiya Janata Party,14885,166,15051,9.28,16/16,11:12 PM,04/05/2026
S1149,THRITHALA - 49,ADV KEERTHI JAYANANDHAN,Bahujan Samaj Party,186,2,188,0.12,16/16,11:12 PM,04/05/2026
S1149,THRITHALA - 49,V T BALRAM,Indian National Congress,75656,771,76427,47.12,16/16,11:12 PM,04/05/2026
S1149,THRITHALA - 49,M B RAJESH,Communist Party of India (Marxist),67178,864,68042,41.95,16/16,11:12 PM,04/05/2026
S1149,THRITHALA - 49,SHAHEER CHALIPRAM,Social Democratic Party Of India,1739,7,1746,1.08,16/16,11:12 PM,04/05/2026
S1149,THRITHALA - 49,ABBAS,Independent,75,2,77,0.05,16/16,11:12 PM,04/05/2026
S1149,THRITHALA - 49,BALARAMAN,Independent,80,1,81,0.05,16/16,11:12 PM,04/05/2026
S1149,THRITHALA - 49,T T BALARAMAN,Independent,90,1,91,0.06,16/16,11:12 PM,04/05/2026
S1149,THRITHALA - 49,RAJESH S/O RAMANKUTTY,Independent,73,1,74,0.05,16/16,11:12 PM,04/05/2026
S1149,THRITHALA - 49,NOTA,None of the Above,407,2,409,0.25,16/16,11:12 PM,04/05/2026
S1150,PATTAMBI - 50,ADV. P. MANOJ,Bharatiya Janata Party,15040,242,15282,9.02,15/15,11:09 PM,04/05/2026
S1150,PATTAMBI - 50,MUHAMMED MUHASSIN,Communist Party of India,79049,1013,80062,47.25,15/15,11:09 PM,04/05/2026
S1150,PATTAMBI - 50,T. P. SHAJI,Indian National Congress,69933,687,70620,41.68,15/15,11:09 PM,04/05/2026
S1150,PATTAMBI - 50,S. P. AMEER ALI,Social Democratic Party Of India,2572,10,2582,1.52,15/15,11:09 PM,04/05/2026
S1150,PATTAMBI - 50,MUHAMMED MUHSIN. M. K MANJERIKUNNATH,Independent,152,0,152,0.09,15/15,11:09 PM,04/05/2026
S1150,PATTAMBI - 50,SHAJIMON,Independent,79,7,86,0.05,15/15,11:09 PM,04/05/2026
S1150,PATTAMBI - 50,HARIS BABU PAILIPPURAM,Independent,102,2,104,0.06,15/15,11:09 PM,04/05/2026
S1150,PATTAMBI - 50,NOTA,None of the Above,541,7,548,0.32,15/15,11:09 PM,04/05/2026
S1151,SHORNUR - 51,P.MAMMIKUTTY,Communist Party of India (Marxist),69446,1137,70583,44.08,12/12,11:09 PM,04/05/2026
S1151,SHORNUR - 51,ADV. SANKU.T.DAS,Bharatiya Janata Party,32822,442,33264,20.77,12/12,11:09 PM,04/05/2026
S1151,SHORNUR - 51,P.HARIGOVINDAN,Indian National Congress,53277,789,54066,33.77,12/12,11:09 PM,04/05/2026
S1151,SHORNUR - 51,ABOOBACKER,Social Democratic Party Of India,1258,5,1263,0.79,12/12,11:09 PM,04/05/2026
S1151,SHORNUR - 51,NOTA,None of the Above,937,10,947,0.59,12/12,11:09 PM,04/05/2026
S1152,OTTAPPALAM - 52,ADV. K. PREMKUMAR,Communist Party of India (Marxist),74249,1113,75362,44.3,16/16,11:09 PM,04/05/2026
S1152,OTTAPPALAM - 52,K.P RAJEESH,Bahujan Samaj Party,993,32,1025,0.6,16/16,11:09 PM,04/05/2026
S1152,OTTAPPALAM - 52,MAJOR RAVI,Bharatiya Janata Party,41757,719,42476,24.97,16/16,11:09 PM,04/05/2026
S1152,OTTAPPALAM - 52,MUHAMMED ASHARAF V.H,Independent,441,18,459,0.27,16/16,11:09 PM,04/05/2026
S1152,OTTAPPALAM - 52,SASI P.K S/O KRISHNANKUTTY,Independent,1049,13,1062,0.62,16/16,11:09 PM,04/05/2026
S1152,OTTAPPALAM - 52,P.K SASI P.K.S S/O PADMINI AMMA,Independent,47979,606,48585,28.56,16/16,11:09 PM,04/05/2026
S1152,OTTAPPALAM - 52,NOTA,None of the Above,1106,29,1135,0.67,16/16,11:09 PM,04/05/2026
S1153,KONGAD - 53,GURUVAYOORAPPAN P E,Bahujan Samaj Party,845,14,859,0.58,10/10,11:09 PM,04/05/2026
S1153,KONGAD - 53,THULASI TEACHER,Indian National Congress,61929,805,62734,42.2,10/10,11:09 PM,04/05/2026
S1153,KONGAD - 53,DR. RENU SURESH,Bharatiya Janata Party,24557,368,24925,16.77,10/10,11:09 PM,04/05/2026
S1153,KONGAD - 53,ADV. K.SANTHAKUMARI,Communist Party of India (Marxist),58215,813,59028,39.71,10/10,11:09 PM,04/05/2026
S1153,KONGAD - 53,NOTA,None of the Above,1090,19,1109,0.75,10/10,11:09 PM,04/05/2026
S1154,MANNARKKAD - 54,MANZIL ABOOBACKER,Communist Party of India,64006,697,64703,38.34,12/12,11:09 PM,04/05/2026
S1154,MANNARKKAD - 54,ADV. N. SAMSUDHEEN,Indian Union Muslim League,89522,1084,90606,53.68,12/12,11:09 PM,04/05/2026
S1154,MANNARKKAD - 54,ASHITHA NAJEEB,Social Democratic Party Of India,923,16,939,0.56,12/12,11:09 PM,04/05/2026
S1154,MANNARKKAD - 54,ISSAC VARGHESE,Bharath Dharma Jana Sena,10555,116,10671,6.32,12/12,11:09 PM,04/05/2026
S1154,MANNARKKAD - 54,ABOOBACKER S/O AYISHA,Independent,284,5,289,0.17,12/12,11:09 PM,04/05/2026
S1154,MANNARKKAD - 54,SHAMSUDHEEN S/O MUHAMMED,Independent,355,3,358,0.21,12/12,11:09 PM,04/05/2026
S1154,MANNARKKAD - 54,SHAMSUDHEEN S/O UMMER,Independent,254,3,257,0.15,12/12,11:09 PM,04/05/2026
S1154,MANNARKKAD - 54,NOTA,None of the Above,942,16,958,0.57,12/12,11:09 PM,04/05/2026
S1155,MALAMPUZHA - 55,C KRISHNAKUMAR,Bharatiya Janata Party,48255,653,48908,30.13,14/14,11:09 PM,04/05/2026
S1155,MALAMPUZHA - 55,A PRABHAKARAN,Communist Party of India (Marxist),67681,948,68629,42.28,14/14,11:09 PM,04/05/2026
S1155,MALAMPUZHA - 55,RAMNATH C,Bahujan Samaj Party,434,14,448,0.28,14/14,11:09 PM,04/05/2026
S1155,MALAMPUZHA - 55,SAJI PJ,Aam Aadmi Party,189,8,197,0.12,14/14,11:09 PM,04/05/2026
S1155,MALAMPUZHA - 55,A SURESH,Indian National Congress,41630,632,42262,26.04,14/14,11:09 PM,04/05/2026
